text,label,cleaned_text
"We will create a new legal framework for prisons, strengthening the inspectorate and ombudsman to provide sharper external scrutiny.",0,We create new legal framework prison strengthening inspectorate ombudsman provide sharper external scrutiny
Community punishments do not do enough to prevent crime and break the cycle of persistent offending.,0,Community punishment enough prevent crime break cycle persistent offending
"So we will create a national community sentencing framework that punishes offenders and focuses on the measures that have a better chance of turning people around and preventing crime, such as curfews and orders that tackle drug and alcohol abuse.",0,So create national community sentencing framework punishes offender focus measure better chance turning people around preventing crime curfew order tackle drug alcohol abuse
Protections for victims of domestic abuse in law through a new landmark Domestic Violence and Abuse Bill.,0,Protections victim domestic abuse law new landmark Domestic Violence Abuse Bill
"Controlled, sustainable migration, with net migration down to the tens of thousands.",0,Controlled sustainable migration net migration ten thousand
"We also believe that immigration should be controlled and reduced, because when immigration is too fast and too high, it is difficult to build a cohesive society.",0,We also believe immigration controlled reduced immigration fast high difficult build cohesive society
"Thanks to Conservatives in government, there is now more control in the system.",0,Thanks Conservatives government control system
"The nature of the immigration we have – more skilled workers and university students, less abuse and fewer unskilled migrants – better suits the national interest.",0,The nature immigration – skilled worker university student le abuse fewer unskilled migrant – better suit national interest
"But with annual net migration standing at 273,000, immigration to Britain is still too high.",0,But annual net migration standing 273000 immigration Britain still high
"It is our objective to reduce immigration to sustainable levels, by which we mean annual net migration in the tens of thousands, rather than the hundreds of thousands we have seen over the last two decades.",0,It objective reduce immigration sustainable level mean annual net migration ten thousand rather hundred thousand seen last two decade
"We will, therefore, continue to bear down on immigration from outside the European Union.",0,We will therefore continue bear immigration outside European Union
We will increase the earnings thresholds for people wishing to sponsor migrants for family visas.,0,We increase earnings threshold people wishing sponsor migrant family visa
"We will toughen the visa requirements for students, to make sure that we maintain high standards.",0,We toughen visa requirement student make sure maintain high standard
"We will expect students to leave the country at the end of their course, unless they meet new, higher requirements that allow them to work in Britain after their studies have concluded.",0,We expect student leave country end course unless meet new higher requirement allow work Britain study concluded
Overseas students will remain in the immigration statistics – in line with international definitions – and within scope of the government’s policy to reduce annual net migration.,0,Overseas student remain immigration statistic – line international definition – within scope government’s policy reduce annual net migration
"Leaving the European Union means, for the first time in decades, that we will be able to control immigration from the European Union too.",0,Leaving European Union mean first time decade able control immigration European Union too
"We will therefore establish an immigration policy that allows us to reduce and control the number of people who come to Britain from the European Union,",0,We therefore establish immigration policy allows u reduce control number people come Britain European Union
"The enjoyment and pride we take in our diversity should not cause us to ignore the fact that in too many parts of our country, we have communities that are divided, often along racial or religious lines.",0,The enjoyment pride take diversity cause u ignore fact many part country community divided often along racial religious line
"To address this, we will bring forward a new integration strategy, which will seek to help people in more isolated communities to engage with the wider world,",0,To address this bring forward new integration strategy seek help people isolated community engage wider world
and teach more people to speak English.,0,teach people speak English
"We will work with schools to make sure that those with intakes from one predominant racial, cultural or religious background teach their students about pluralistic, British values",0,We work school make sure intake one predominant racial cultural religious background teach student pluralistic British value
and help them to get to know people with different ways of life.,0,help get know people different way life
Our enjoyment of Britain’s diversity must not prevent us from confronting the menace of extremism.,0,Our enjoyment Britain’s diversity must prevent u confronting menace extremism
and can fuel violence.,0,fuel violence
"We will consider what new criminal offences might need to be created, and what new aggravated offences might need to be established, to defeat the extremists.",0,We consider new criminal offence might need created new aggravated offence might need established defeat extremist
"We will support the public sector and civil society in identifying extremists,",0,We support public sector civil society identifying extremist
countering their messages,0,countering message
"and promoting pluralistic, British values.",0,promoting pluralistic British value
"And we will establish a Commission for Countering Extremism to identify examples of extremism and expose them,",0,And establish Commission Countering Extremism identify example extremism expose them
and help the government to identify policies to defeat extremism,0,help government identify policy defeat extremism
Conservatives in government have already acted to help victims of domestic violence to seek refuge.,0,Conservatives government already acted help victim domestic violence seek refuge
We can and should go further.,0,We go further
We need the police to investigate allegations thoroughly and treat victims with the care they deserve.,0,We need police investigate allegation thoroughly treat victim care deserve
We need to bring to the justice system greater guidance and clarity about the impact of domestic violence and abuse on families.,0,We need bring justice system greater guidance clarity impact domestic violence abuse family
"And we need to understand and respond to the devastating and lifelong impact that domestic violence and abuse has on children, who carry the effects into adulthood.",0,And need understand respond devastating lifelong impact domestic violence abuse child carry effect adulthood
A Conservative government will bring forward a Domestic Violence and Abuse Bill in the next parliament to consolidate all civil and criminal prevention and protection orders,0,A Conservative government bring forward Domestic Violence Abuse Bill next parliament consolidate civil criminal prevention protection order
and provide for a new aggravated offence if behaviour is directed at a child.,0,provide new aggravated offence behaviour directed child
There is currently no statutory definition of domestic violence and abuse.,0,There currently statutory definition domestic violence abuse
"We will therefore also legislate to enshrine a definition of domestic violence and abuse in law, providing the legal underpinning for everything in our new act.",0,We therefore also legislate enshrine definition domestic violence abuse law providing legal underpinning everything new act
"This will enable us to work with victim support groups, experts and agencies to determine whether the current statutory definition is wide enough,",0,This enable u work victim support group expert agency determine whether current statutory definition wide enough
"to help survivors understand more easily if they have a basis for a complaint,",0,help survivor understand easily basis complaint
and to provide a more reliable basis for police forces to investigate and the Crown Prosecution Service to prosecute.,0,provide reliable basis police force investigate Crown Prosecution Service prosecute
"We will create a domestic violence and abuse commissioner in law,",0,We create domestic violence abuse commissioner law
"to stand up for victims and survivors,",0,stand victim survivor
monitor the response to domestic violence and abuse,0,monitor response domestic violence abuse
and to hold the police and the criminal justice system to account.,0,hold police criminal justice system account
"And we will take action to support victims of domestic violence to leave abusive partners,",0,And take action support victim domestic violence leave abusive partner
and ensuring that victims who have lifetime tenancies and flee violence are able to secure a new lifetime tenancy automatically.,0,ensuring victim lifetime tenancy flee violence able secure new lifetime tenancy automatically
and working families.,0,working family
We will work with train companies and their employees to agree minimum service levels during periods of industrial dispute –,0,We work train company employee agree minimum service level period industrial dispute –
"and if we cannot find a voluntary agreement, we will legislate to make this mandatory.",0,cannot find voluntary agreement legislate make mandatory
"No grandparent wants to see their grandchildren worse off than they were, yet that is precisely the fear many older people now have.",0,No grandparent want see grandchild worse were yet precisely fear many older people have
Our United Kingdom can seize enormous opportunities but only if we make decisions for the long term.,0,Our United Kingdom seize enormous opportunity make decision long term
"We trust the people of this country, who know that we face difficult choices",0,We trust people country know face difficult choice
We will ensure that new NHS numbers are not issued to patients until their eligibility has been verified.,0,We ensure new NHS number issued patient eligibility verified
We will take vigorous and immediate action against those who abuse or attack the people who work for and make our NHS.,0,We take vigorous immediate action abuse attack people work make NHS
"-and are denied a decent place in which to live, where they can put down roots and raise children.",0,and denied decent place live put root raise child
"Finally, we shall explore ways to improve the family justice system.",0,Finally shall explore way improve family justice system
"The family courts need to do more to support families, valuing the roles of mothers and fathers, while ensuring parents face up to their responsibilities.",0,The family court need support family valuing role mother father ensuring parent face responsibility
"Safety for children online,",0,Safety child online
"Security online, with unprecedented investment in cyber security and stronger cyber standards for government and public services.",0,Security online unprecedented investment cyber security stronger cyber standard government public service
and to strengthen the UK’s position as one of the world’s leading digital economies.,0,strengthen UK’s position one world’s leading digital economy
"For hundreds of years, the United Kingdom has determined the rules and formed the environment where new ideas and new technologies prosper – from financial markets to the steam train to human embryology and the code of life itself.",0,For hundred year United Kingdom determined rule formed environment new idea new technology prosper – financial market steam train human embryology code life itself
Our wealth and security as a nation is founded on our ability to shape the future not just for ourselves but for the world.,0,Our wealth security nation founded ability shape future world
and that we will make Britain the safest place in the world to be online.,0,make Britain safest place world online
"In harnessing the digital revolution, we must take steps to protect the vulnerable and give people confidence to use the internet without fear of abuse, criminality or exposure to horrific content.",0,In harnessing digital revolution must take step protect vulnerable give people confidence use internet without fear abuse criminality exposure horrific content
Our starting point is that online rules should reflect those that govern our lives offline.,0,Our starting point online rule reflect govern life offline
"It should be as unacceptable to bully online as it is in the playground, as difficult to groom a young child on the internet as it is in a community, as hard for children to access violent and degrading pornography online as it is in the high street, and as difficult to commit a crime digitally as it is physically.",0,It unacceptable bully online playground difficult groom young child internet community hard child access violent degrading pornography online high street difficult commit crime digitally physically
"We will work with industry to introduce new protections for minors, from images of pornography, violence, and other age-inappropriate content not just on social media but in app stores and content sites as well.",0,We work industry introduce new protection minor image pornography violence ageinappropriate content social medium app store content site well
"We will put a responsibility on industry not to direct users – even unintentionally – to hate speech, pornography, or other sources of harm.",0,We put responsibility industry direct user – even unintentionally – hate speech pornography source harm
"We will make clear the responsibility of platforms to enable the reporting of inappropriate, bullying, harmful or illegal content, with take-down on a comply-or-explain basis.",0,We make clear responsibility platform enable reporting inappropriate bullying harmful illegal content takedown complyorexplain basis
"We will continue to push the internet companies to deliver on their commitments to develop technical tools to identify and remove terrorist propaganda,",0,We continue push internet company deliver commitment develop technical tool identify remove terrorist propaganda
"In addition, we do not believe that there should be a safe space for terrorists to be able to communicate online and will work to prevent them from having this capability.",0,In addition believe safe space terrorist able communicate online work prevent capability
"Where we believe people need more protections to keep them safe, we will act to protect them.",0,Where believe people need protection keep safe act protect them
"Alongside this commission, we will bring forward a new data protection law, fit for our new data age, to ensure the very best standards for the safe,",0,Alongside commission bring forward new data protection law fit new data age ensure best standard safe
and enshrining our global leadership in the ethical and proportionate regulation of data.,0,enshrining global leadership ethical proportionate regulation data
We will put the National Data Guardian for Health and Social Care on a statutory footing to ensure data security standards are properly enforced.,0,We put National Data Guardian Health Social Care statutory footing ensure data security standard properly enforced
maintaining our position as the world leader.,0,maintaining position world leader
"We will introduce a sanctions regime to ensure compliance, giving regulators the ability to fine or prosecute those companies that fail in their legal duties, and to order the removal of content where it clearly breaches UK law.",0,We introduce sanction regime ensure compliance giving regulator ability fine prosecute company fail legal duty order removal content clearly breach UK law
This is our plan for a stronger Britain and a prosperous future.,0,This plan stronger Britain prosperous future
"Labour understands that the creation of wealth is a collective endeavour between workers, entrepreneurs, investors and government.",0,Labour understands creation wealth collective endeavour worker entrepreneur investor government
and a Labour government will put the national interest first.,0,Labour government put national interest first
"We will work with trade unions, businesses and stakeholders to ensure there is a consensus on this vital issue.",0,We work trade union business stakeholder ensure consensus vital issue
We will introduce legislation to ensure there are no gaps in national security and criminal justice arrangements as a result of Brexit.,0,We introduce legislation ensure gap national security criminal justice arrangement result Brexit
"Working with businesses, trade unions, devolved governments and others to identify specific labour and skill shortages.",0,Working business trade union devolved government others identify specific labour skill shortage
but we will crack down on fake colleges.,0,crack fake college
We will work with other WTO members to end the dumping of state-subsidised goods on our markets.,0,We work WTO member end dumping statesubsidised good market
The Conservatives consistently blocked EU efforts to respond to such dumping with the duties needed to defend the British steel industry.,0,The Conservatives consistently blocked EU effort respond dumping duty needed defend British steel industry
Labour will develop the full range of trade remedies necessary to support key sectors affected by these unfair practices.,0,Labour develop full range trade remedy necessary support key sector affected unfair practice
"We will also consult on toughening the law against assaulting workers who have to enforce laws such as age-related sales or ticketing arrangements, and who face regular abuse.",0,We also consult toughening law assaulting worker enforce law agerelated sale ticketing arrangement face regular abuse
"We will ensure that under the Istanbul Convention, disability hate crime and violence against women with disabilities is reported annually, with national actions plans to address these issues.",0,We ensure Istanbul Convention disability hate crime violence woman disability reported annually national action plan address issue
Home is at the heart of all of our lives.,0,Home heart life
"It’s the foundation on which we raise our families, the bedrock for our dreams and aspirations.",0,It’s foundation raise family bedrock dream aspiration
Labour will protect patients and legislate to ensure safe staffing levels in the NHS.,0,Labour protect patient legislate ensure safe staffing level NHS
Labour will make it an aggravated criminal offence to attack NHS staff.,0,Labour make aggravated criminal offence attack NHS staff
"Last year, there were an estimated 6.1 million incidents of crime experienced by adults in England and Wales.",0,Last year estimated 61 million incident crime experienced adult England Wales
"Almost every police force in the country recorded an increase in crime, with worrying rises in some of the most violent offences, including gun and knife crime and homicide.",0,Almost every police force country recorded increase crime worrying rise violent offence including gun knife crime homicide
"On Theresa May’s watch, police numbers have been cut by 20,000.",0,On Theresa May’s watch police number cut 20000
Cuts to the police force endanger communities and endanger police officers too.,0,Cuts police force endanger community endanger police officer too
Labour’s approach to policing crime will be different.,0,Labour’s approach policing crime different
We will support the police in the performance of their duties.,0,We support police performance duty
"We will provide officers, police community support officers and civilian staff with the equipment and people they need to provide effective policing services, including from the growing threat of cybercrime.",0,We provide officer police community support officer civilian staff equipment people need provide effective policing service including growing threat cybercrime
"We will work with them to ensure that our communities are safer, for all of us.",0,We work ensure community safer u
"We will champion community policing policies and incentivise good policing practice, working with Police and Crime Commissioners throughout the country on strategies to prevent crime.",0,We champion community policing policy incentivise good policing practice working Police Crime Commissioners throughout country strategy prevent crime
"Labour will recruit 10,000 more police officers to work on community beats, equivalent to at least one more for every neighbourhood in the country.",0,Labour recruit 10000 police officer work community beat equivalent least one every neighbourhood country
We will ensure appropriate support is provided to victims of crime,0,We ensure appropriate support provided victim crime
and introduce legislation for mínimum standard entitlements to service from criminal justice agencies.,0,introduce legislation mínimum standard entitlement service criminal justice agency
The level of violence against women and girls is not acceptable.,0,The level violence woman girl acceptable
Labour will emphasise the safety of women and girls by appointing a commissioner to set new standards for tackling domestic and sexual violence.,0,Labour emphasise safety woman girl appointing commissioner set new standard tackling domestic sexual violence
"We will strengthen the law, banning the use of community resolutions as a response to domestic violence.",0,We strengthen law banning use community resolution response domestic violence
"Labour will continue to enforce effective measures to prevent all forms of abuse, including female genital mutilation.",0,Labour continue enforce effective measure prevent form abuse including female genital mutilation
"In doing so, we will address the government’s failure to take any effective new measures againsta growing problem of extreme or violent radicalisation.",0,In so address government’s failure take effective new measure againsta growing problem extreme violent radicalisation
"Border security is vital in preventing serious crimes including child abduction, people trafficking, smuggling of drugs and guns, terrorism and modern day slavery.",0,Border security vital preventing serious crime including child abduction people trafficking smuggling drug gun terrorism modern day slavery
"Contrary to the Conservative government’s rhetoric, they have not taken control of our borders or strengthened our national security.",0,Contrary Conservative government’s rhetoric taken control border strengthened national security
"Instead, they have suppressed the independent inspector’s reports highlighting weaknesses in our borders",0,Instead suppressed independent inspector’s report highlighting weakness border
and cut the Border Force by thousands of personnel.,0,cut Border Force thousand personnel
The Conservatives promised and failed to deliver 100 per cent exit checks at the borders.,0,The Conservatives promised failed deliver 100 per cent exit check border
Labour will recruit 500 more border guards to add to our safeguards and controls.,0,Labour recruit 500 border guard add safeguard control
"At the same time, we will legislate to prohibit the cross examination of victims of domestic violence by their abuser in certain circumstances.",0,At time legislate prohibit cross examination victim domestic violence abuser certain circumstance
"Labour is tough on crime and tough on the causes of crime,",0,Labour tough crime tough cause crime
but we won’t make the lives of workers in the criminal justice system tougher.,0,won’t make life worker criminal justice system tougher
"Prison officers, probation officers and other workers need the resources to do their jobs safely, effectively and successfully.",0,Prison officer probation officer worker need resource job safely effectively successfully
Our prisons are overcrowded.,0,Our prison overcrowded
Staffing levels are too low.,0,Staffing level low
The situation is dangerous and violence against prison officers is rising.,0,The situation dangerous violence prison officer rising
Riots and disturbances in our prisons are increasing.,0,Riots disturbance prison increasing
Prison escapes cause distress to people living near prisons.,0,Prison escape cause distress people living near prison
"A Labour government will publish annual reports on prisoner-staff ratios, with a view to maintaining safety and ending overcrowding.",0,A Labour government publish annual report prisonerstaff ratio view maintaining safety ending overcrowding
"We will recruit 3,000 more prison officers and review the training and professional development available.",0,We recruit 3000 prison officer review training professional development available
We will publish prison officer to prisoner ratios for all prisons.,0,We publish prison officer prisoner ratio prison
Our proposal to lift the public sector pay cap will help to increase the recruitment and retention of both prison officers and probation officers.,0,Our proposal lift public sector pay cap help increase recruitment retention prison officer probation officer
"We will deliver earlier protection to victims of abuse by strengthening mandatory reporting, and guaranteeing allegations will be reported and action taken to make children safe.",0,We deliver earlier protection victim abuse strengthening mandatory reporting guaranteeing allegation reported action taken make child safe
"We will facilitate British procurements, including steel, whenever possible.",0,We facilitate British procurement including steel whenever possible
Labour will increase the maximum sentence for those convicted of committing animal cruelty.,0,Labour increase maximum sentence convicted committing animal cruelty
"Britain’s creative industries are the envy of the world,",0,Britain’s creative industry envy world
"a source of national pride,",0,source national pride
and a symbol of the kind of country we are now and aspire to be in the future.,0,symbol kind country aspire future
"We will continue to mark the ongoing centenary of the First World War, and the sacrifice of all those who died during it.",0,We continue mark ongoing centenary First World War sacrifice died it
We all need to work harder to keep children safe online.,0,We need work harder keep child safe online
"Victims of phone hacking have been let down by a Conservative government that promised them justice, but failed to follow through.",0,Victims phone hacking let Conservative government promised justice failed follow through
"It is unwanted and unnecessary, and we will campaign tirelessly to ensure Scotland remains part of the UK.",0,It unwanted unnecessary campaign tirelessly ensure Scotland remains part UK
These cuts have been made amid the rise in hate crime recorded by the police in the last year.,0,These cut made amid rise hate crime recorded police last year
"Violence against women and girls continues to be a global epidemic, affecting an estimated one in three women worldwide.",0,Violence woman girl continues global epidemic affecting estimated one three woman worldwide
"In the UK, on average two women are killed by their current or a former partner every week.",0,In UK average two woman killed current former partner every week
"Under the Conservatives, over a third of all local authority funding to domestic and sexual violence services was already cut by 2012.",0,Under Conservatives third local authority funding domestic sexual violence service already cut 2012
Labour will appoint a new commissioner to enforce minimum standards in tackling domestic and sexual violence.,0,Labour appoint new commissioner enforce minimum standard tackling domestic sexual violence
"levels of LGBT hate crime,",0,level LGBT hate crime
"Labour will bring the law on LGBT hate crimes into line with hate crimes based on race and faith, by making them aggravated offences.",0,Labour bring law LGBT hate crime line hate crime based race faith making aggravated offence
We should all be deeply troubled by the rise in racially aggravated attacks and race hate crime in the past year.,0,We deeply troubled rise racially aggravated attack race hate crime past year
Anti-Semitic incidents are also on the rise once more and we are committed to combatting this trend with adequate resources and firm political will.,0,AntiSemitic incident also rise committed combatting trend adequate resource firm political will
"In this climate, recorded disability hate crime has increased.",0,In climate recorded disability hate crime increased
"We still believe the phrase ""Made in Canada"" translates well around the world: It means high-quality goods built by highly skilled workers, and it inspires confidence that a product is the very best.",0,We still believe phrase Made Canada translates well around world It mean highquality good built highly skilled worker inspires confidence product best
"And on our watch, Canada will never turn away from this legacy of excellence.¸",0,And watch Canada never turn away legacy excellence¸
"Canada is a beacon of freedom and prosperity to people all around the world,",0,Canada beacon freedom prosperity people around world
and attracts countless immigrants every year seeking a better place to raise their families and pursue their dreams.,0,attracts countless immigrant every year seeking better place raise family pursue dream
"Canada is a welcoming country and attracts many of the world's best and brightest who are searching for freedom and opportunity, while continuing our tradition of family reunification and refugee protection.",0,Canada welcoming country attracts many world best brightest searching freedom opportunity continuing tradition family reunification refugee protection
and have sworn-in 1.6 million new Canadian citizens.,0,swornin 16 million new Canadian citizen
"Our great forests are among the features that define us most as a country, and our forestry industry has been a source of prosperity since before Confederation.",0,Our great forest among feature define u country forestry industry source prosperity since Confederation
"Canadians are a northern people; winter blows through our stories, our songs, and our sports.",0,Canadians northern people winter blow story song sport
And the Arctic itself is a key element of our national identity.,0,And Arctic key element national identity
"Its exploration, by great heroes like Sir John Franklin, is our history.",0,Its exploration great hero like Sir John Franklin history
Its vast geography is our present.,0,Its vast geography present
And its limitless promise is our future.,0,And limitless promise future
"Families are the bedrock of our communities, and, by extension, our country.",0,Families bedrock community and extension country
"When families thrive, Canada thrives.",0,When family thrive Canada thrives
It's always been our goal to make Canada the best country in the world in which to raise a family.,0,Its always goal make Canada best country world raise family
"Now raising a family is hard work, and we believe it's work best left to the experts: Mom and Dad.",0,Now raising family hard work believe work best left expert Mom Dad
"We believe that in a Canada of low taxes, good jobs, safe streets and the opportunity to prosper, they can do the rest – and that's what we're delivering.",0,We believe Canada low tax good job safe street opportunity prosper rest – thats were delivering
Defend Canada's Northern sovereignty,0,Defend Canadas Northern sovereignty
We'll also continue to follow a principled foreign policy and stand up for what's right rather than what's popular.,0,Well also continue follow principled foreign policy stand whats right rather whats popular
"In a dangerous and unstable world, we need a government that recognizes risks to Canadian interests and our security and speaks with clarity.",0,In dangerous unstable world need government recognizes risk Canadian interest security speaks clarity
"Canadians see this as a betrayal of our most deeply held values and, indeed, as an attack on all of us.",0,Canadians see betrayal deeply held value and indeed attack u
"There is no greater crime than the betrayal of one's fellow citizens, and our laws need to reflect this.",0,There greater crime betrayal one fellow citizen law need reflect this
"These values have made Canada great,",0,These value made Canada great
and our Government takes very seriously the work of advancing them.,0,Government take seriously work advancing them
"The Great Lakes and the St. Lawrence River aren't just iconic in terms of geography – they're defining elements of our history, and part of the reason for Canada's growth into a great trading nation.",0,The Great Lakes St Lawrence River iconic term geography – theyre defining element history part reason Canadas growth great trading nation
"With the development of the St. Lawrence Seaway, they became our gateway to the world.",0,With development St Lawrence Seaway became gateway world
"The North has achieved immense geopolitical significance, and corresponding increased interest from foreign powers, demanding a Canadian presence to back up our legal and historic claims to its lands and waters.",0,The North achieved immense geopolitical significance corresponding increased interest foreign power demanding Canadian presence back legal historic claim land water
"Still, there is more to be done.",0,Still done
Our Conservative Government will continue to make protecting our Northern sovereignty a major priority.,0,Our Conservative Government continue make protecting Northern sovereignty major priority
"The choice is to ""use it or lose it,"" and that lies at the heart of our Arctic foreign policy:",0,The choice use lose it lie heart Arctic foreign policy
"It's one of the values that makes Canada a land of opportunity and prosperity, a country that attracts countless immigrants from all around the world.",0,Its one value make Canada land opportunity prosperity country attracts countless immigrant around world
"Sadly, there are some newcomers who embrace the promise of Canada, but not those values that make this country great, and who import certain brutal practices – most often affecting women and girls – that have no place here, or anywhere.",0,Sadly newcomer embrace promise Canada value make country great import certain brutal practice – often affecting woman girl – place here anywhere
"The tragic truth is that certain practices, such as female genital mutilation, so-called honour killings, polygamy, and early and forced marriages, are taking place within some cultural communities in Canada.",0,The tragic truth certain practice female genital mutilation socalled honour killing polygamy early forced marriage taking place within cultural community Canada
Continue to strengthen Canadian citizenship,0,Continue strengthen Canadian citizenship
Our Conservative Government shares the pride all Canadians feel in living in the greatest country in the world.,0,Our Conservative Government share pride Canadians feel living greatest country world
We're committed to building a future of hope and opportunity for our children and grandchildren.,0,Were committed building future hope opportunity child grandchild
"Celebrating Canada's rich history and culture to give us a powerful sense of national accomplishment, shared sacrifice, and collective aspirations.",0,Celebrating Canadas rich history culture give u powerful sense national accomplishment shared sacrifice collective aspiration
Strengthening Canadian citizenship to protect and reaffirm its value.,0,Strengthening Canadian citizenship protect reaffirm value
"Canadians take immense pride in the fact we are a nation of immigrants, and rightly so.",0,Canadians take immense pride fact nation immigrant rightly so
That so many people around the world want to live here – that so many aspire to Canadian citizenship – is testament to the hard work generations of Canadians have put into building the greatest country in the world on a foundation of values that resonate all around the globe.,0,That many people around world want live – many aspire Canadian citizenship – testament hard work generation Canadians put building greatest country world foundation value resonate around globe
It's no surprise that one reputable study just this year declared Canada the most admired country in the world.,0,Its surprise one reputable study year declared Canada admired country world
The remarkable truth of it is that one out of every five Canadians was born elsewhere.,0,The remarkable truth one every five Canadians born elsewhere
Not many countries in the world can say that.,0,Not many country world say that
None of our friends and allies in the G-7 group of major industrialized nations can.,0,None friend ally G7 group major industrialized nation can
"Many of these new Canadians maintain close ties with the lands of their birth, socially, culturally, and economically.",0,Many new Canadians maintain close tie land birth socially culturally economically
"These Canadians are our greatest ambassadors in a globalized world, and Canada and their home countries are stronger and better for their efforts.",0,These Canadians greatest ambassador globalized world Canada home country stronger better effort
A re-elected Conservative Government will recognize these bridge-builders by establishing a new “Maple Leaf” designation to honour extraordinary Canadians who cultivate these links.,0,A reelected Conservative Government recognize bridgebuilders establishing new “Maple Leaf” designation honour extraordinary Canadians cultivate link
"In times of great change, the lessons of the past often light our path into the future.",0,In time great change lesson past often light path future
"Our Government considers celebrating Canada's history and keeping alive the memory of the people and events that have made this country what it is today, an important way of restating and recommitting to the principles that animate us as Canadians.",0,Our Government considers celebrating Canadas history keeping alive memory people event made country today important way restating recommitting principle animate u Canadians
"From our large national institutions to the smallest community historical societies, Canada's museums carry out the noble and vital task of preserving our collective past.",0,From large national institution smallest community historical society Canadas museum carry noble vital task preserving collective past
"They're the guardians of our national memory, the vaults where our national stories are kept safe.",0,Theyre guardian national memory vault national story kept safe
"Meanwhile, Canadians are still making new discoveries about our history, like last year's discovery of HMS Erebus.",0,Meanwhile Canadians still making new discovery history like last year discovery HMS Erebus
"Our museums great and small, and the modern-day explorers still uncovering the secrets of our past, must have our continued support – as must the Canadian communities from coast to coast to coast planning to celebrate our history as we approach the 150th anniversary of Confederation.",0,Our museum great small modernday explorer still uncovering secret past must continued support – must Canadian community coast coast coast planning celebrate history approach 150th anniversary Confederation
Our Conservative Government has an ambitious plan to celebrate Canada 150.,0,Our Conservative Government ambitious plan celebrate Canada 150
"We'll invest $150 million through the Canada 150 Community Infrastructure Program to support up to 1,800 projects across the country that provide community and cultural benefits to Canadians.",0,Well invest 150 million Canada 150 Community Infrastructure Program support 1800 project across country provide community cultural benefit Canadians
And we'll provide $210 million through the Canada 150 Fund to support community initiatives that leave a legacy for the future.,0,And well provide 210 million Canada 150 Fund support community initiative leave legacy future
"John G. Diefenbaker was a tireless advocate for freedom and human rights, and an early and powerful champion for Canada's North and Northern peoples.",0,John G Diefenbaker tireless advocate freedom human right early powerful champion Canadas North Northern people
"First elected to the House of Commons in 1940, in 1957 he became Canada's 13th Prime Minister.",0,First elected House Commons 1940 1957 became Canadas 13th Prime Minister
"As Prime Minister, John Diefenbaker introduced the landmark Canadian Bill of Rights, which enshrines in law fundamental rights such as freedom of speech and religion; freedom of assembly and association; the equality of all people; the right to life, liberty, security of the person, and the enjoyment of property; and the guarantee of fair and just treatment in our legal system – values that continue to define Canada and Canadians to this day.",0,As Prime Minister John Diefenbaker introduced landmark Canadian Bill Rights enshrines law fundamental right freedom speech religion freedom assembly association equality people right life liberty security person enjoyment property guarantee fair treatment legal system – value continue define Canada Canadians day
"A re-elected Conservative Government will honour this important figure in our history,",0,A reelected Conservative Government honour important figure history
"and ensure his contributions to our national life and identity are remembered and understood by future generations, by purchasing John G. Diefenbaker's childhood home and establishing it as a historic site to be operated by Parks Canada.",0,ensure contribution national life identity remembered understood future generation purchasing John G Diefenbakers childhood home establishing historic site operated Parks Canada
"Our local museums play an equally important role in our communities, especially with the Canada 150 celebrations fast approaching.",0,Our local museum play equally important role community especially Canada 150 celebration fast approaching
They express Canada's diversity and strengthen our national identity.,0,They express Canadas diversity strengthen national identity
"Our national languages are a part of Canada's past, present, and future.",0,Our national language part Canadas past present future
Our linguistic duality is one of the things that makes Canada special.,0,Our linguistic duality one thing make Canada special
"Our Conservative Government recognizes that French- and English-speaking communities contribute to our country's cultural, social, and economic vitality.",0,Our Conservative Government recognizes French Englishspeaking community contribute country cultural social economic vitality
"That's why, in 2013, we launched the new, five-year, $1.1 billion Roadmap for Official Languages, the most comprehensive investment in Canada's national languages in our country's history.",0,Thats why 2013 launched new fiveyear 11 billion Roadmap Official Languages comprehensive investment Canadas national language country history
"The Roadmap focuses on three key pillars – education, immigration, and communities – to continue to build the strength and vigour of minority language communities in Canada.",0,The Roadmap focus three key pillar – education immigration community – continue build strength vigour minority language community Canada
Our commitment to Canada's national languages is unwavering.,0,Our commitment Canadas national language unwavering
A re-elected Conservative Government will continue to implement our historic Roadmap for Official Languages,0,A reelected Conservative Government continue implement historic Roadmap Official Languages
The Supreme Court of Canada has ruled that Canadians living with extreme pain and suffering have the right to end their lives with the help of a doctor.,0,The Supreme Court Canada ruled Canadians living extreme pain suffering right end life help doctor
"This is an extremely sensitive issue and there are many considerations, including the protection of freedom of conscience, that must be part of the discussion.",0,This extremely sensitive issue many consideration including protection freedom conscience must part discussion
We established a panel of eminent Canadians in July to consult with medical authorities and with interveners in the Supreme Court case to assist the government in formulating a legislative response to the court's decision.,0,We established panel eminent Canadians July consult medical authority interveners Supreme Court case assist government formulating legislative response court decision
